sentence_id,sentence,source,verified_triples,verified_count
367,Fleming first used the purified penicillin to treat streptococcal meningitis in 1942.,Penicillin,"[{""triple"": [""Fleming"", ""first used"", ""the purified penicillin""], ""label"": ""entailment"", ""confidence"": 0.7233}, {""triple"": [""Fleming"", ""used"", ""the purified penicillin to treat streptococcal meningitis""], ""label"": ""entailment"", ""confidence"": 0.7233}, {""triple"": [""the purified penicillin"", ""was used to treat"", ""streptococcal meningitis""], ""label"": ""entailment"", ""confidence"": 0.7233}, {""triple"": [""Fleming"", ""used"", ""penicillin to treat streptococcal meningitis in 1942""], ""label"": ""entailment"", ""confidence"": 0.7233}, {""triple"": [""the purified penicillin"", ""was used in"", ""1942""], ""label"": ""entailment"", ""confidence"": 0.7233}]",5
368,"The 1945 Nobel Prize in Physiology or Medicine was shared by Chain, Fleming and Florey.",Penicillin,"[{""triple"": [""Chain"", ""shared the Nobel Prize in Physiology or Medicine"", ""1945""], ""label"": ""entailment"", ""confidence"": 0.7266}, {""triple"": [""Fleming"", ""shared the Nobel Prize in Physiology or Medicine"", ""1945""], ""label"": ""entailment"", ""confidence"": 0.7266}, {""triple"": [""Florey"", ""shared the Nobel Prize in Physiology or Medicine"", ""1945""], ""label"": ""entailment"", ""confidence"": 0.7266}]",3
369,"Several semisynthetic penicillins are effective against a broader spectrum of bacteria: these include the antistaphylococcal penicillins, aminopenicillins, and antipseudomonal penicillins.",Penicillin,"[{""triple"": [""semisynthetic penicillins"", ""are effective against"", ""a broader spectrum of bacteria""], ""label"": ""entailment"", ""confidence"": 0.742}, {""triple"": [""these"", ""include"", ""the antistaphylococcal penicillins""], ""label"": ""entailment"", ""confidence"": 0.742}, {""triple"": [""these"", ""include"", ""the aminopenicillins""], ""label"": ""entailment"", ""confidence"": 0.742}, {""triple"": [""these"", ""include"", ""the antipseudomonal penicillins""], ""label"": ""entailment"", ""confidence"": 0.742}]",4
370,"Nomenclature
The term ""penicillin"" is defined as the natural product of Penicillium mould with antimicrobial activity.",Penicillin,[],0
371,It was coined by Alexander Fleming on 7 March 1929 when he discovered the antibacterial property of Penicillium rubens.,Penicillin,"[{""triple"": [""Penicillium rubens"", ""has antibacterial property"", ""antibacterial property""], ""label"": ""entailment"", ""confidence"": 0.8022}, {""triple"": [""Alexander Fleming"", ""discovered"", ""Penicillium rubens""], ""label"": ""entailment"", ""confidence"": 0.8622}, {""triple"": [""Alexander Fleming"", ""coined"", ""Penicillium rubens""], ""label"": ""entailment"", ""confidence"": 0.8622}]",3
372,"Fleming explained in his 1929 paper in the British Journal of Experimental Pathology that ""to avoid the repetition of the rather cumbersome phrase 'Mould broth filtrate', the name 'penicillin' will be used"".",Penicillin,[],0
373,"The name thus refers to the scientific name of the mould, as described by Fleming in his Nobel lecture in 1945:
I have been frequently asked why I invented the name ""Penicillin"".",Penicillin,[],0
374,"I simply followed perfectly orthodox lines and coined a word which explained that the substance penicillin was derived from a plant of the genus Penicillium just as many years ago the word ""Digitalin"" was invented for a substance derived from the plant Digitalis.",Penicillin,"[{""triple"": [""penicillin"", ""was derived from"", ""a plant of the genus Penicillium""], ""label"": ""entailment"", ""confidence"": 0.7223}, {""triple"": [""Digitalin"", ""was invented for"", ""a substance derived from the plant Digitalis""], ""label"": ""entailment"", ""confidence"": 0.7223}]",2
375,In modern usage penicillin is used more broadly to refer to any β-lactam antimicrobial that contains a thiazolidine ring fused to the β-lactam core and may or may not be a natural product.,Penicillin,[],0
376,"Like most natural products, penicillin is present in Penicillium moulds as a mixture of active constituents (gentamicin is another example of a natural product that is an ill-defined mixture of active components).",Penicillin,"[{""triple"": [""Penicillium moulds"", ""is present in"", ""penicillin""], ""label"": ""entailment"", ""confidence"": 0.7702}, {""triple"": [""gentamicin"", ""is an example of"", ""a natural product""], ""label"": ""entailment"", ""confidence"": 0.7702}, {""triple"": [""gentamicin"", ""is an ill-defined mixture of"", ""active components""], ""label"": ""entailment"", ""confidence"": 0.7702}]",3
377,The principal active components of Penicillium are listed in the following table:,Penicillin,[],0
378,"Other minor active components of Penicillium include penicillin O, penicillin U1, and penicillin U6.",Penicillin,"[{""triple"": [""Penicillium"", ""include"", ""penicillin O""], ""label"": ""entailment"", ""confidence"": 0.8156}, {""triple"": [""Penicillium"", ""include"", ""penicillin U1""], ""label"": ""entailment"", ""confidence"": 0.8156}, {""triple"": [""Penicillium"", ""include"", ""penicillin U6""], ""label"": ""entailment"", ""confidence"": 0.8156}]",3
379,"Other named constituents of natural Penicillium, such as penicillin A, were subsequently found not to have antibiotic activity and are not chemically related to antibiotic penicillins.",Penicillin,"[{""triple"": [""penicillin A"", ""are not chemically related to"", ""antibiotic penicillins""], ""label"": ""entailment"", ""confidence"": 0.6749}, {""triple"": [""penicillin A"", ""were found not to have"", ""antibiotic activity""], ""label"": ""entailment"", ""confidence"": 0.6749}]",2
380,The precise constitution of the penicillin extracted depends on the species of Penicillium mould used and on the nutrient media used to culture the mould.,Penicillin,"[{""triple"": [""Penicillium mould"", ""used to culture"", ""mould""], ""label"": ""entailment"", ""confidence"": 0.7485}, {""triple"": [""Penicillium mould"", ""used in"", ""nutrient media""], ""label"": ""entailment"", ""confidence"": 0.7485}, {""triple"": [""penicillin extracted"", ""depends on"", ""species of Penicillium mould""], ""label"": ""entailment"", ""confidence"": 0.7485}, {""triple"": [""penicillin extracted"", ""depends on"", ""nutrient media""], ""label"": ""entailment"", ""confidence"": 0.7485}]",4
381,"Fleming's original strain of Penicillium rubens produces principally penicillin F, named after Fleming.",Penicillin,"[{""triple"": [""Fleming's original strain of Penicillium rubens"", ""produces"", ""penicillin F""], ""label"": ""entailment"", ""confidence"": 0.8365}, {""triple"": [""penicillin F"", ""is named after"", ""Fleming""], ""label"": ""entailment"", ""confidence"": 0.8365}]",2
382,"But penicillin F is unstable, difficult to isolate, and produced by the mould in small quantities.",Penicillin,[],0
383,The principal commercial strain of Penicillium chrysogenum produces penicillin G as the principal component when corn steep liquor is used as the culture medium.,Penicillin,"[{""triple"": [""Penicillium chrysogenum"", ""produces"", ""penicillin G""], ""label"": ""entailment"", ""confidence"": 0.8168}, {""triple"": [""Penicillium chrysogenum"", ""produces"", ""the principal component""], ""label"": ""entailment"", ""confidence"": 0.8168}, {""triple"": [""corn steep liquor"", ""is used as"", ""the culture medium""], ""label"": ""entailment"", ""confidence"": 0.8168}]",3
384,"When phenoxyethanol or phenoxyacetic acid are added to the culture medium, the mould produces penicillin V as the main penicillin instead.",Penicillin,"[{""triple"": [""phenoxyethanol"", ""is added to"", ""culture medium""], ""label"": ""entailment"", ""confidence"": 0.6544}, {""triple"": [""phenoxyacetic acid"", ""is added to"", ""culture medium""], ""label"": ""entailment"", ""confidence"": 0.6544}, {""triple"": [""the mould"", ""produces"", ""penicillin V""], ""label"": ""entailment"", ""confidence"": 0.6544}]",3
385,"6-Aminopenicillanic acid is a compound derived from penicillin G. 6-APA contains the beta-lactam core of penicillin G, but with the side chains stripped off; 6-APA is a useful precursor for manufacturing other penicillins.",Penicillin,[],0
386,"There are many semi-synthetic penicillins derived from 6-APA and these are in three groups: antistaphylococcal penicillins, broad-spectrum penicillins, and antipseudomonal penicillins.",Penicillin,"[{""triple"": [""6-APA"", ""is derived from"", ""semi-synthetic penicillins""], ""label"": ""entailment"", ""confidence"": 0.7445}, {""triple"": [""semi-synthetic penicillins"", ""are in"", ""three groups""], ""label"": ""entailment"", ""confidence"": 0.7445}, {""triple"": [""semi-synthetic penicillins"", ""are in"", ""antistaphylococcal penicillins""], ""label"": ""entailment"", ""confidence"": 0.7445}, {""triple"": [""semi-synthetic penicillins"", ""are in"", ""broad-spectrum penicillins""], ""label"": ""entailment"", ""confidence"": 0.7445}, {""triple"": [""semi-synthetic penicillins"", ""are in"", ""antipseudomonal penicillins""], ""label"": ""entailment"", ""confidence"": 0.7445}]",5
387,"The semi-synthetic penicillins are all referred to as penicillins because they are all derived ultimately from penicillin G.
Penicillin units
One unit of penicillin G sodium is defined as 0.600 micrograms.",Penicillin,"[{""triple"": [""penicillins"", ""are referred to as"", ""penicillins""], ""label"": ""entailment"", ""confidence"": 0.6874}, {""triple"": [""penicillins"", ""are derived from"", ""penicillin G""], ""label"": ""entailment"", ""confidence"": 0.6874}, {""triple"": [""penicillin G sodium"", ""is defined as"", ""0.600 micrograms""], ""label"": ""entailment"", ""confidence"": 0.6874}]",3
388,"Therefore, 2 million units of penicillin G is 1.2 g.
One unit of penicillin V potassium is defined as 0.625 micrograms.",Penicillin,"[{""triple"": [""2 million units of penicillin G"", ""is"", ""1.2 g""], ""label"": ""entailment"", ""confidence"": 0.6611}, {""triple"": [""One unit of penicillin V potassium"", ""is defined as"", ""0.625 micrograms""], ""label"": ""entailment"", ""confidence"": 0.6611}]",2
389,"Therefore 400,000 units of penicillin V is 250 mg.",Penicillin,[],0
390,The use of units to prescribe penicillin is largely obsolete outside of the US.,Penicillin,[],0
391,"Since the original penicillin was an ill-defined mixture of active compounds , the potency of penicillin varied from batch to batch.",Penicillin,[],0
392,It was therefore impractical to prescribe 1 g of penicillin because the activity of 1 g of penicillin from one batch would be different from the activity from another batch.,Penicillin,[],0
393,"To address this problem, after manufacture, each batch of penicillin was standardised against a known unit of penicillin: each glass vial was then filled with the number of units required.",Penicillin,"[{""triple"": [""each batch of penicillin"", ""was standardised against"", ""a known unit of penicillin""], ""label"": ""entailment"", ""confidence"": 0.8295}, {""triple"": [""each glass vial"", ""was filled with"", ""the number of units required""], ""label"": ""entailment"", ""confidence"": 0.8295}]",2
394,"In the 1940s, a vial of 5,000 Oxford units was standard, but the depending on the batch, could contain anything from 15 mg to 20 mg of penicillin.",Penicillin,[],0
395,"Later, a vial of 1,000,000 international units became standard, and this could contain 2.5 g to 3 g of natural penicillin (a mixture of penicillin I, II, III, and IV and natural impurities).",Penicillin,"[{""triple"": [""a vial of 1,000,000 international units"", ""became standard"", ""later""], ""label"": ""entailment"", ""confidence"": 0.6588}, {""triple"": [""a vial of 1,000,000 international units"", ""could contain"", ""2.5 g to 3 g of natural penicillin""], ""label"": ""entailment"", ""confidence"": 0.6588}, {""triple"": [""2.5 g to 3 g of natural penicillin"", ""is a mixture of"", ""penicillin I, II, III, and IV and natural impurities""], ""label"": ""entailment"", ""confidence"": 0.6588}]",3
396,"With the advent of pure penicillin G preparations , there is little reason to prescribe penicillin in units, although units are still used for benzathine benzylpenicillin in the United States.",Penicillin,[],0
397,The Silk Road was a network of Asian trade routes active from the second century BCE until the mid-15th century.,Silk Road,[],0
398,"Spanning over 6,400 km on land, it played a central role in facilitating economic, cultural, political, and religious interactions between the Eastern and Western worlds.",Silk Road,[],0
399,"The name ""Silk Road"" was coined in the late 19th century, but some 20th- and 21st-century historians instead prefer the term Silk Routes, on the grounds that it more accurately describes the intricate web of land and sea routes connecting Central, East, South, Southeast, and West Asia as well as East Africa and Southern Europe.",Silk Road,[],0
400,"In fact, some scholars criticise or even dismiss the idea of silk roads and call for a new definition or alternate term.",Silk Road,[],0
401,"According to them, the literature using this term has ""privileged the sedentary and literate empires at either end of Eurasia"" thereby ignoring the contributions of steppe nomads.",Silk Road,[],0
402,"In addition, the classic definition sidelines prominent civilisations such as India and Iran.",Silk Road,[],0
403,The Silk Road derives its name from the highly lucrative trade of silk textiles that were primarily produced in China.,Silk Road,"[{""triple"": [""The Silk Road"", ""derives its name from"", ""the highly lucrative trade of silk textiles""], ""label"": ""entailment"", ""confidence"": 0.7459}, {""triple"": [""The Silk Road"", ""was primarily produced in"", ""China""], ""label"": ""entailment"", ""confidence"": 0.7459}]",2
404,"The network began with the expansion of the Han dynasty into Central Asia around 114 BCE, through the missions and explorations of the Chinese imperial envoy Zhang Qian, which brought the region under unified control.",Silk Road,"[{""triple"": [""Han dynasty"", ""expanded into"", ""Central Asia""], ""label"": ""entailment"", ""confidence"": 0.6837}, {""triple"": [""Zhang Qian"", ""brought"", ""the region under unified control""], ""label"": ""entailment"", ""confidence"": 0.7337}, {""triple"": [""Zhang Qian"", ""was a"", ""Chinese imperial envoy""], ""label"": ""entailment"", ""confidence"": 0.7337}]",3
405,"The Chinese took great interest in the security of their trade products, and extended the Great Wall of China to ensure the protection of the trade route.",Silk Road,"[{""triple"": [""The Chinese"", ""extended"", ""the Great Wall of China""], ""label"": ""entailment"", ""confidence"": 0.769}, {""triple"": [""The Chinese"", ""took interest in"", ""the security of their trade products""], ""label"": ""entailment"", ""confidence"": 0.769}, {""triple"": [""The Chinese"", ""extended"", ""the protection of the trade route""], ""label"": ""entailment"", ""confidence"": 0.769}]",3
406,The Parthian Empire provided a vital bridge connecting the network to the Mediterranean.,Silk Road,"[{""triple"": [""The Parthian Empire"", ""provided a vital bridge connecting"", ""the network""], ""label"": ""entailment"", ""confidence"": 0.8326}, {""triple"": [""The Parthian Empire"", ""is connected to"", ""the Mediterranean""], ""label"": ""entailment"", ""confidence"": 0.7576}]",2
407,"Meanwhile, the rise of the Roman Empire in the west further established the western terminus of the interconnected trade system.",Silk Road,"[{""triple"": [""Roman Empire"", ""was established in"", ""west""], ""label"": ""entailment"", ""confidence"": 0.7259}, {""triple"": [""Roman Empire"", ""established the western terminus of"", ""interconnected trade system""], ""label"": ""entailment"", ""confidence"": 0.7259}]",2
408,"By the first century CE, Chinese silk was widely sought after in Rome, Egypt, and Greece.",Silk Road,[],0
409,"Other lucrative commodities from the East included tea, dyes, perfumes, and porcelain; among Western exports were horses, camels, honey, wine, and gold.",Silk Road,[],0
410,"Aside from generating substantial wealth for emerging mercantile classes, the proliferation of goods such as paper and gunpowder greatly affected the trajectory of political history in several theatres in Eurasia and beyond.",Silk Road,[],0
411,"The Silk Road was utilized over a period that saw immense political variation across the continent, exemplified by major events such as the Black Death and the Mongol conquests.",Silk Road,[],0
412,"The network was highly decentralized, and security was sparse: travelers faced constant threats of banditry and nomadic raiders, and long expanses of inhospitable terrain.",Silk Road,[],0
413,"Few individuals traveled the entire length of the Silk Road, instead relying on a succession of middlemen based at various stopping points along the way.",Silk Road,[],0
414,"In addition to goods, the network facilitated an unprecedented exchange of religious , philosophical, and scientific thought, much of which was syncretised by societies along the way.",Silk Road,[],0
415,"Likewise, a wide variety of people used the routes.",Silk Road,[],0
416,"Diseases such as plague also spread along the Silk Road, possibly contributing to the Black Death.",Silk Road,[],0
417,"From 1453 onwards, the Ottoman Empire began competing with other gunpowder empires for greater control over the overland routes, which prompted European polities to seek alternatives while themselves gaining leverage over their trade partners.",Silk Road,[],0
418,"This marked the beginning of the Age of Discovery, European colonialism, and the further intensification of globalization.",Silk Road,[],0
419,"In the 21st century, the name ""New Silk Road"" is used to describe several large infrastructure projects along many of the historic trade routes; among the best known include the Eurasian Land Bridge and the Chinese Belt and Road Initiative .",Silk Road,"[{""triple"": [""21st century"", ""is used to describe"", ""New Silk Road""], ""label"": ""entailment"", ""confidence"": 0.8287}, {""triple"": [""New Silk Road"", ""describes"", ""several large infrastructure projects""], ""label"": ""entailment"", ""confidence"": 0.7912}, {""triple"": [""New Silk Road"", ""is used to describe"", ""Eurasian Land Bridge""], ""label"": ""entailment"", ""confidence"": 0.8287}, {""triple"": [""New Silk Road"", ""is used to describe"", ""Chinese Belt and Road Initiative""], ""label"": ""entailment"", ""confidence"": 0.8287}]",4
420,"UNESCO designated the Chang'an-Tianshan corridor of the Silk Road as a World Heritage Site in 2014, and the Zarafshan-Karakum Corridor in 2023.",Silk Road,"[{""triple"": [""UNESCO"", ""designated"", ""Chang'an-Tianshan corridor of the Silk Road""], ""label"": ""entailment"", ""confidence"": 0.7836}, {""triple"": [""UNESCO"", ""designated"", ""the Zarafshan-Karakum Corridor""], ""label"": ""entailment"", ""confidence"": 0.7836}, {""triple"": [""Chang'an-Tianshan corridor of the Silk Road"", ""was designated as"", ""a World Heritage Site""], ""label"": ""entailment"", ""confidence"": 0.7836}, {""triple"": [""the Zarafshan-Karakum Corridor"", ""was designated as"", ""a World Heritage Site""], ""label"": ""entailment"", ""confidence"": 0.7836}, {""triple"": [""UNESCO"", ""designated"", ""a World Heritage Site""], ""label"": ""entailment"", ""confidence"": 0.7836}, {""triple"": [""the Chang'an-Tianshan corridor of the Silk Road"", ""was designated in"", ""2014""], ""label"": ""entailment"", ""confidence"": 0.7836}, {""triple"": [""the Zarafshan-Karakum Corridor"", ""was designated in"", ""2023""], ""label"": ""entailment"", ""confidence"": 0.7836}]",7
421,"The Fergana-Syrdarya Corridor, the Indian and Iranian portions, and the remaining sites in China remain on the tentative lists.",Silk Road,"[{""triple"": [""Fergana-Syrdarya Corridor"", ""are portions of"", ""Indian and Iranian portions""], ""label"": ""entailment"", ""confidence"": 0.7711}, {""triple"": [""Fergana-Syrdarya Corridor"", ""are portions of"", ""the remaining sites in China""], ""label"": ""entailment"", ""confidence"": 0.7711}]",2
422,"Despite the popular imagination, Silk Road was never a singular east-west trade route that linked China to the Mediterranean, nor was there unrestricted trade before the Mongol Empire.",Silk Road,[],0
423,It was a network of routes.,Silk Road,[],0
424,"Even Marco Polo, often linked to the Silk Road, never used the term despite traveling during a time of Mongol-enabled ease of movement.",Silk Road,[],0
425,"Name and contested significance
The Silk Road derives its name from the lucrative trade in silk, first developed in China, and a major reason for the connection of trade routes into an extensive transcontinental network.",Silk Road,[],0
426,"It derives from the German term Seidenstraße and was first popularized in 1877 by Ferdinand von Richthofen, who made seven expeditions to China from 1868 to 1872.",Silk Road,"[{""triple"": [""Seidenstra\u00dfe"", ""derives from"", ""It""], ""label"": ""entailment"", ""confidence"": 0.6585}, {""triple"": [""It"", ""was popularized by"", ""Ferdinand von Richthofen""], ""label"": ""entailment"", ""confidence"": 0.6585}, {""triple"": [""Ferdinand von Richthofen"", ""made expeditions to"", ""China""], ""label"": ""entailment"", ""confidence"": 0.6585}, {""triple"": [""Ferdinand von Richthofen"", ""made seven expeditions to"", ""China""], ""label"": ""entailment"", ""confidence"": 0.6585}, {""triple"": [""Ferdinand von Richthofen"", ""made expeditions from"", ""1868 to 1872""], ""label"": ""entailment"", ""confidence"": 0.6585}, {""triple"": [""Ferdinand von Richthofen"", ""made expeditions from"", ""1868""], ""label"": ""entailment"", ""confidence"": 0.6585}, {""triple"": [""Ferdinand von Richthofen"", ""made expeditions to"", ""1872""], ""label"": ""entailment"", ""confidence"": 0.6585}]",7
427,"However, the term itself had been in use in decades prior to that.",Silk Road,[],0
428,"The alternative translation ""Silk Route"" is also used occasionally.",Silk Road,[],0
429,"Although the term was coined in the 19th century, it did not gain widespread acceptance in academia or popularity among the public until the 20th century.",Silk Road,[],0
430,The first book entitled The Silk Road was by Swedish geographer,Silk Road,"[{""triple"": [""The first book"", ""entitled"", ""The Silk Road""], ""label"": ""entailment"", ""confidence"": 0.8026}, {""triple"": [""The first book"", ""was by"", ""Swedish geographer""], ""label"": ""entailment"", ""confidence"": 0.8026}]",2
431,The use of the term 'Silk Road' is not without its detractors.,Silk Road,[],0
432,"For instance, Warwick Ball contends that the maritime spice trade with India and Arabia was far more consequential for the economy of the Roman Empire than the silk trade with China, which at sea was conducted mostly through India and on land was handled by numerous intermediaries such as the Sogdians.",Silk Road,[],0
433,"Going as far as to call the whole thing a ""myth"" of modern academia, Ball argues that there was no coherent overland trade system and no free movement of goods from East Asia to the West until the period of the Mongol Empire.",Silk Road,[],0
434,"He notes that traditional authors discussing east–west trade such as Marco Polo and Edward Gibbon never labelled any route a ""silk"" one in particular.",Silk Road,[],0
435,"William Dalrymple points out that in pre-modern times, maritime travel cost only a fifth of overland transport, and argues for the pre-13th century primacy of an India-dominated ""Golden Road"" extending from Rome to Japan.",Silk Road,[],0
436,"The southern stretches of the Silk Road, from Khotan to Eastern China, were first used for jade and not silk, as long as 5000 BCE, and are still in use for this purpose.",Silk Road,[],0
437,"A black hole is an astronomical body so compact that its gravity prevents anything, including light, from escaping.",Black hole,[],0
438,"Albert Einstein's theory of general relativity, which describes gravitation as the curvature of spacetime, predicts that any sufficiently compact mass will form a black hole.",Black hole,"[{""triple"": [""Albert Einstein"", ""has theory"", ""general relativity""], ""label"": ""entailment"", ""confidence"": 0.7494}, {""triple"": [""general relativity"", ""describes"", ""gravitation""], ""label"": ""entailment"", ""confidence"": 0.7994}, {""triple"": [""general relativity"", ""predicts"", ""black hole""], ""label"": ""entailment"", ""confidence"": 0.7994}, {""triple"": [""black hole"", ""is formed by"", ""sufficiently compact mass""], ""label"": ""entailment"", ""confidence"": 0.7137}]",4
439,The boundary of no escape is called the event horizon.,Black hole,[],0
440,"In general relativity, crossing a black hole's event horizon traps an object inside but produces no locally detectable change.",Black hole,[],0
441,"General relativity also predicts that every black hole should have a central singularity, where the curvature of spacetime is infinite.",Black hole,[],0
442,Objects whose gravitational fields are too strong for light to escape were first considered in the 18th century.,Black hole,[],0
443,"In 1916, the first solution of general relativity that would characterise a black hole was found.",Black hole,"[{""triple"": [""general relativity"", ""was found"", ""black hole""], ""label"": ""entailment"", ""confidence"": 0.8156}]",1
444,"By the late 1950s, this solution began to be interpreted physically as a region of space from which nothing can escape.",Black hole,[],0
445,Black holes were long considered a mathematical curiosity; it was not until the 1960s that theoretical work showed they were a generic prediction of general relativity.,Black hole,[],0
446,"The first widely accepted black hole was Cygnus X-1, identified by several researchers independently in 1971.",Black hole,"[{""triple"": [""Cygnus X-1"", ""was identified by"", ""several researchers""], ""label"": ""entailment"", ""confidence"": 0.8166}, {""triple"": [""Cygnus X-1"", ""was identified in"", ""1971""], ""label"": ""entailment"", ""confidence"": 0.8166}, {""triple"": [""Cygnus X-1"", ""is the first widely accepted"", ""black hole""], ""label"": ""entailment"", ""confidence"": 0.8166}]",3
447,Black holes typically form when very massive stars collapse at the end of their life cycle.,Black hole,[],0
448,"After a black hole has formed, it can grow by absorbing mass from its surroundings.",Black hole,[],0
449,"Supermassive black holes of millions of solar masses may form by absorbing stars and merging with other black holes, or via direct collapse of gas clouds.",Black hole,[],0
450,There is consensus that supermassive black holes exist in the centres of most galaxies.,Black hole,[],0
451,"Quantum field theory in curved spacetime predicts that event horizons emit Hawking radiation, with its rate of emission being inversely proportional to its mass.",Black hole,"[{""triple"": [""Hawking radiation"", ""is inversely proportional to"", ""mass""], ""label"": ""entailment"", ""confidence"": 0.7925}, {""triple"": [""event horizons"", ""emit"", ""Hawking radiation""], ""label"": ""entailment"", ""confidence"": 0.7925}]",2
452,"This causes the black hole to lose mass very slowly, provided it is not accreting matter.",Black hole,[],0
453,"However, even the smallest class of black holes observed, stellar black holes, are gaining mass from the cosmic microwave background faster than they are losing mass via Hawking radiation.",Black hole,[],0
454,The presence of a black hole can be inferred through its interaction with matter and electromagnetic radiation such as visible light.,Black hole,[],0
455,"Matter falling toward a black hole can form an accretion disk of infalling plasma, heated by friction and emitting light.",Black hole,[],0
456,"In extreme cases, this creates a quasar, some of the brightest objects in the universe.",Black hole,[],0
457,Merging black holes can be detected by the gravitational waves they emit.,Black hole,"[{""triple"": [""black holes"", ""emit"", ""gravitational waves""], ""label"": ""entailment"", ""confidence"": 0.6946}]",1
458,"If stars are orbiting a black hole, their motions can be used to determine the black hole's mass and location.",Black hole,"[{""triple"": [""stars"", ""are orbiting"", ""a black hole""], ""label"": ""entailment"", ""confidence"": 0.7512}, {""triple"": [""stars"", ""can be used to determine"", ""the black hole's mass""], ""label"": ""entailment"", ""confidence"": 0.7512}, {""triple"": [""stars"", ""can be used to determine"", ""the black hole's location""], ""label"": ""entailment"", ""confidence"": 0.7512}]",3
459,"In this way, astronomers have identified numerous stellar black hole candidates in binary systems and established that the radio source known as Sagittarius A*, at the core of the Milky Way galaxy, contains a supermassive black hole of about 4.3 million solar masses.",Black hole,"[{""triple"": [""Sagittarius A*"", ""contains"", ""a supermassive black hole of about 4.3 million solar masses""], ""label"": ""entailment"", ""confidence"": 0.8023}, {""triple"": [""Sagittarius A*"", ""is located at the core of"", ""the Milky Way galaxy""], ""label"": ""entailment"", ""confidence"": 0.7523}]",2
460,"History
The idea of a body so massive that even light could not escape was first proposed in the late 18th century by English astronomer and clergyman John Michell and independently by French scientist Pierre-Simon Laplace.",Black hole,[],0
461,Both scholars proposed very large stars in contrast to the modern concept of an extremely dense object.,Black hole,[],0
462,"Michell's idea, in a short part of a letter published in 1784, calculated that a star with the same density but 500 times the radius of the sun would not let any emitted light escape; the surface escape velocity would exceed the speed of light.",Black hole,"[{""triple"": [""Michell's idea"", ""was published in"", ""a letter published in 1784""], ""label"": ""entailment"", ""confidence"": 0.681}, {""triple"": [""Michell's idea"", ""calculated that"", ""a star with the same density but 500 times the radius of the sun would not let any emitted light escape""], ""label"": ""entailment"", ""confidence"": 0.681}]",2
463,Michell correctly hypothesized that such non-radiating bodies might be detectable through their gravitational effects on nearby visible bodies.,Black hole,[],0
464,"In 1796, while speculating on the origin of the Solar System in his book Exposition du Système du Monde, Laplace made a qualitative suggestion that a star could be invisible if it were sufficiently large.",Black hole,[],0
465,"Franz Xaver von Zach asked Laplace for a mathematical analysis, which Laplace provided and published in von Zach's journal Allgemeine Geographische Ephemeriden.",Black hole,"[{""triple"": [""Franz Xaver von Zach"", ""asked"", ""Laplace""], ""label"": ""entailment"", ""confidence"": 0.7907}, {""triple"": [""Laplace"", ""provided"", ""a mathematical analysis""], ""label"": ""entailment"", ""confidence"": 0.7907}, {""triple"": [""Laplace"", ""published"", ""a mathematical analysis in Allgemeine Geographische Ephemeriden""], ""label"": ""entailment"", ""confidence"": 0.7907}, {""triple"": [""Laplace"", ""provided"", ""a mathematical analysis""], ""label"": ""entailment"", ""confidence"": 0.7907}, {""triple"": [""a mathematical analysis"", ""was provided by"", ""Laplace""], ""label"": ""entailment"", ""confidence"": 0.7307}, {""triple"": [""a mathematical analysis"", ""was published in"", ""Allgemeine Geographische Ephemeriden""], ""label"": ""entailment"", ""confidence"": 0.7907}, {""triple"": [""Laplace"", ""provided and published"", ""a mathematical analysis in Allgemeine Geographische Ephemeriden""], ""label"": ""entailment"", ""confidence"": 0.7907}, {""triple"": [""a mathematical analysis in Allgemeine Geographische Ephemeriden"", ""was provided and published by"", ""Laplace""], ""label"": ""entailment"", ""confidence"": 0.7574}]",8
466,"General relativity
In 1905, Albert Einstein showed that the laws of electromagnetism are identical for observers travelling at different velocities relative to each other.",Black hole,"[{""triple"": [""Albert Einstein"", ""showed"", ""laws of electromagnetism""], ""label"": ""entailment"", ""confidence"": 0.7877}]",1
467,The laws of mechanics had already been shown to be invariant in this way.,Black hole,[],0
468,"However, the theory of gravitation was yet to be included.",Black hole,[],0
469,"In 1907, Einstein published a paper proposing his equivalence principle, the hypothesis that inertial mass and gravitational mass have a common cause.",Black hole,"[{""triple"": [""Einstein"", ""published"", ""a paper""], ""label"": ""entailment"", ""confidence"": 0.9011}, {""triple"": [""Einstein"", ""proposed"", ""his equivalence principle""], ""label"": ""entailment"", ""confidence"": 0.8411}, {""triple"": [""his equivalence principle"", ""is"", ""the hypothesis that inertial mass and gravitational mass have a common cause""], ""label"": ""entailment"", ""confidence"": 0.9011}]",3
470,"Using the principle, Einstein predicted the redshift and the lensing effect of gravity on light; his prediction of gravitational lensing was one-half of the value that the full theory of general relativity would predict.",Black hole,[],0
471,"By 1915, Einstein refined these ideas into his general theory of relativity, which explained how matter affects spacetime, which in turn affects the motion of other matter.",Black hole,"[{""triple"": [""Einstein"", ""refined"", ""his general theory of relativity""], ""label"": ""entailment"", ""confidence"": 0.7978}, {""triple"": [""his general theory of relativity"", ""explained"", ""how matter affects spacetime""], ""label"": ""entailment"", ""confidence"": 0.7978}, {""triple"": [""how matter affects spacetime"", ""affects"", ""the motion of other matter""], ""label"": ""entailment"", ""confidence"": 0.7978}]",3
472,This formed the basis for black hole physics.,Black hole,[],0
