sentence_id,sentence,source,triples,triple_count
388,"Therefore, 2 million units of penicillin G is 1.2 g.
One unit of penicillin V potassium is defined as 0.625 micrograms.",Penicillin,"[[""2 million units of penicillin G"", ""is"", ""1.2 g""], [""One unit of penicillin V potassium"", ""is defined as"", ""0.625 micrograms""]]",2
389,"Therefore 400,000 units of penicillin V is 250 mg.",Penicillin,[],0
390,The use of units to prescribe penicillin is largely obsolete outside of the US.,Penicillin,[],0
391,"Since the original penicillin was an ill-defined mixture of active compounds , the potency of penicillin varied from batch to batch.",Penicillin,[],0
392,It was therefore impractical to prescribe 1 g of penicillin because the activity of 1 g of penicillin from one batch would be different from the activity from another batch.,Penicillin,[],0
393,"To address this problem, after manufacture, each batch of penicillin was standardised against a known unit of penicillin: each glass vial was then filled with the number of units required.",Penicillin,"[[""each batch of penicillin"", ""was standardised against"", ""a known unit of penicillin""], [""each glass vial"", ""was filled with"", ""the number of units required""]]",2
394,"In the 1940s, a vial of 5,000 Oxford units was standard, but the depending on the batch, could contain anything from 15 mg to 20 mg of penicillin.",Penicillin,"[[""a vial"", ""was standard"", ""5,000 Oxford units""], [""a vial"", ""could contain"", ""15 mg of penicillin""], [""a vial"", ""could contain"", ""20 mg of penicillin""]]",3
395,"Later, a vial of 1,000,000 international units became standard, and this could contain 2.5 g to 3 g of natural penicillin (a mixture of penicillin I, II, III, and IV and natural impurities).",Penicillin,"[[""a vial of 1,000,000 international units"", ""became standard"", ""later""], [""a vial of 1,000,000 international units"", ""could contain"", ""2.5 g to 3 g of natural penicillin""], [""2.5 g to 3 g of natural penicillin"", ""is a mixture of"", ""penicillin I, II, III, and IV and natural impurities""]]",3
396,"With the advent of pure penicillin G preparations , there is little reason to prescribe penicillin in units, although units are still used for benzathine benzylpenicillin in the United States.",Penicillin,"[[""penicillin G preparations"", ""are used for"", ""penicillin""], [""penicillin"", ""is prescribed in"", ""units""], [""units"", ""are used for"", ""benzathine benzylpenicillin""]]",3
397,The Silk Road was a network of Asian trade routes active from the second century BCE until the mid-15th century.,Silk Road,[],0
398,"Spanning over 6,400 km on land, it played a central role in facilitating economic, cultural, political, and religious interactions between the Eastern and Western worlds.",Silk Road,[],0
399,"The name ""Silk Road"" was coined in the late 19th century, but some 20th- and 21st-century historians instead prefer the term Silk Routes, on the grounds that it more accurately describes the intricate web of land and sea routes connecting Central, East, South, Southeast, and West Asia as well as East Africa and Southern Europe.",Silk Road,"[[""Silk Road"", ""was coined in"", ""late 19th century""], [""Silk Road"", ""is referred to as"", ""Silk Routes""], [""Silk Routes"", ""is preferred by"", ""20th- and 21st-century historians""], [""Silk Routes"", ""more accurately describes"", ""the intricate web of land and sea routes""], [""the intricate web of land and sea routes"", ""connects"", ""Central, East, South, Southeast, and West Asia""], [""the intricate web of land and sea routes"", ""connects"", ""East Africa""], [""the intricate web of land and sea routes"", ""connects"", ""Southern Europe""]]",7
400,"In fact, some scholars criticise or even dismiss the idea of silk roads and call for a new definition or alternate term.",Silk Road,[],0
401,"According to them, the literature using this term has ""privileged the sedentary and literate empires at either end of Eurasia"" thereby ignoring the contributions of steppe nomads.",Silk Road,[],0
402,"In addition, the classic definition sidelines prominent civilisations such as India and Iran.",Silk Road,[],0
403,The Silk Road derives its name from the highly lucrative trade of silk textiles that were primarily produced in China.,Silk Road,"[[""The Silk Road"", ""derives its name from"", ""the highly lucrative trade of silk textiles""], [""The Silk Road"", ""was primarily produced in"", ""China""]]",2
404,"The network began with the expansion of the Han dynasty into Central Asia around 114 BCE, through the missions and explorations of the Chinese imperial envoy Zhang Qian, which brought the region under unified control.",Silk Road,"[[""Han dynasty"", ""expanded into"", ""Central Asia""], [""Zhang Qian"", ""brought"", ""the region under unified control""], [""Zhang Qian"", ""was a"", ""Chinese imperial envoy""]]",3
405,"The Chinese took great interest in the security of their trade products, and extended the Great Wall of China to ensure the protection of the trade route.",Silk Road,"[[""The Chinese"", ""extended"", ""the Great Wall of China""], [""The Chinese"", ""took interest in"", ""the security of their trade products""], [""The Chinese"", ""extended"", ""the protection of the trade route""]]",3
406,The Parthian Empire provided a vital bridge connecting the network to the Mediterranean.,Silk Road,"[[""The Parthian Empire"", ""provided a vital bridge connecting"", ""the network""], [""The Parthian Empire"", ""is connected to"", ""the Mediterranean""]]",2
407,"Meanwhile, the rise of the Roman Empire in the west further established the western terminus of the interconnected trade system.",Silk Road,"[[""Roman Empire"", ""was established in"", ""west""], [""Roman Empire"", ""established the western terminus of"", ""interconnected trade system""]]",2
408,"By the first century CE, Chinese silk was widely sought after in Rome, Egypt, and Greece.",Silk Road,"[[""Chinese silk"", ""was widely sought after in"", ""Rome""], [""Chinese silk"", ""was widely sought after in"", ""Egypt""], [""Chinese silk"", ""was widely sought after in"", ""Greece""]]",3
409,"Other lucrative commodities from the East included tea, dyes, perfumes, and porcelain; among Western exports were horses, camels, honey, wine, and gold.",Silk Road,"[[""tea"", ""was a type of"", ""lucrative commodity from the East""], [""porcelain"", ""was a type of"", ""lucrative commodity from the East""], [""honey"", ""was a type of"", ""Western export""], [""wine"", ""was a type of"", ""Western export""], [""gold"", ""was a type of"", ""Western export""]]",5
410,"Aside from generating substantial wealth for emerging mercantile classes, the proliferation of goods such as paper and gunpowder greatly affected the trajectory of political history in several theatres in Eurasia and beyond.",Silk Road,[],0
411,"The Silk Road was utilized over a period that saw immense political variation across the continent, exemplified by major events such as the Black Death and the Mongol conquests.",Silk Road,[],0
412,"The network was highly decentralized, and security was sparse: travelers faced constant threats of banditry and nomadic raiders, and long expanses of inhospitable terrain.",Silk Road,[],0
413,"Few individuals traveled the entire length of the Silk Road, instead relying on a succession of middlemen based at various stopping points along the way.",Silk Road,[],0
414,"In addition to goods, the network facilitated an unprecedented exchange of religious , philosophical, and scientific thought, much of which was syncretised by societies along the way.",Silk Road,[],0
415,"Likewise, a wide variety of people used the routes.",Silk Road,[],0
416,"Diseases such as plague also spread along the Silk Road, possibly contributing to the Black Death.",Silk Road,"[[""plague"", ""spread along"", ""the Silk Road""], [""plague"", ""possibly contributed to"", ""the Black Death""]]",2
417,"From 1453 onwards, the Ottoman Empire began competing with other gunpowder empires for greater control over the overland routes, which prompted European polities to seek alternatives while themselves gaining leverage over their trade partners.",Silk Road,[],0
418,"This marked the beginning of the Age of Discovery, European colonialism, and the further intensification of globalization.",Silk Road,[],0
419,"In the 21st century, the name ""New Silk Road"" is used to describe several large infrastructure projects along many of the historic trade routes; among the best known include the Eurasian Land Bridge and the Chinese Belt and Road Initiative .",Silk Road,"[[""21st century"", ""is used to describe"", ""New Silk Road""], [""New Silk Road"", ""describes"", ""several large infrastructure projects""], [""New Silk Road"", ""is used to describe"", ""Eurasian Land Bridge""], [""New Silk Road"", ""is used to describe"", ""Chinese Belt and Road Initiative""]]",4
420,"UNESCO designated the Chang'an-Tianshan corridor of the Silk Road as a World Heritage Site in 2014, and the Zarafshan-Karakum Corridor in 2023.",Silk Road,"[[""UNESCO"", ""designated"", ""Chang'an-Tianshan corridor of the Silk Road""], [""UNESCO"", ""designated"", ""the Zarafshan-Karakum Corridor""], [""Chang'an-Tianshan corridor of the Silk Road"", ""was designated as"", ""a World Heritage Site""], [""the Zarafshan-Karakum Corridor"", ""was designated as"", ""a World Heritage Site""], [""UNESCO"", ""designated"", ""a World Heritage Site""], [""the Chang'an-Tianshan corridor of the Silk Road"", ""was designated in"", ""2014""], [""the Zarafshan-Karakum Corridor"", ""was designated in"", ""2023""]]",7
421,"The Fergana-Syrdarya Corridor, the Indian and Iranian portions, and the remaining sites in China remain on the tentative lists.",Silk Road,"[[""Fergana-Syrdarya Corridor"", ""are portions of"", ""Indian and Iranian portions""], [""Fergana-Syrdarya Corridor"", ""are portions of"", ""the remaining sites in China""]]",2
422,"Despite the popular imagination, Silk Road was never a singular east-west trade route that linked China to the Mediterranean, nor was there unrestricted trade before the Mongol Empire.",Silk Road,"[[""Silk Road"", ""was never a singular east-west trade route that linked"", ""China""], [""Silk Road"", ""was never a singular east-west trade route that linked"", ""the Mediterranean""], [""the Mongol Empire"", ""was before"", ""unrestricted trade""]]",3
423,It was a network of routes.,Silk Road,[],0
424,"Even Marco Polo, often linked to the Silk Road, never used the term despite traveling during a time of Mongol-enabled ease of movement.",Silk Road,"[[""Marco Polo"", ""was linked to"", ""the Silk Road""], [""Marco Polo"", ""never used"", ""the term""], [""Marco Polo"", ""traveled during"", ""a time of Mongol-enabled ease of movement""]]",3
425,"Name and contested significance
The Silk Road derives its name from the lucrative trade in silk, first developed in China, and a major reason for the connection of trade routes into an extensive transcontinental network.",Silk Road,"[[""The Silk Road"", ""derives its name from"", ""the lucrative trade in silk""], [""The Silk Road"", ""was first developed in"", ""China""], [""The Silk Road"", ""is a major reason for the connection of"", ""trade routes""], [""trade routes"", ""are connected into"", ""an extensive transcontinental network""]]",4
426,"It derives from the German term Seidenstraße and was first popularized in 1877 by Ferdinand von Richthofen, who made seven expeditions to China from 1868 to 1872.",Silk Road,"[[""Seidenstraße"", ""derives from"", ""It""], [""It"", ""was popularized by"", ""Ferdinand von Richthofen""], [""Ferdinand von Richthofen"", ""made expeditions to"", ""China""], [""Ferdinand von Richthofen"", ""made seven expeditions to"", ""China""], [""Ferdinand von Richthofen"", ""made expeditions from"", ""1868 to 1872""], [""Ferdinand von Richthofen"", ""made expeditions from"", ""1868""], [""Ferdinand von Richthofen"", ""made expeditions to"", ""1872""]]",7
427,"However, the term itself had been in use in decades prior to that.",Silk Road,[],0
428,"The alternative translation ""Silk Route"" is also used occasionally.",Silk Road,[],0
429,"Although the term was coined in the 19th century, it did not gain widespread acceptance in academia or popularity among the public until the 20th century.",Silk Road,[],0
430,The first book entitled The Silk Road was by Swedish geographer,Silk Road,"[[""The first book"", ""entitled"", ""The Silk Road""], [""The first book"", ""was by"", ""Swedish geographer""]]",2
431,The use of the term 'Silk Road' is not without its detractors.,Silk Road,[],0
432,"For instance, Warwick Ball contends that the maritime spice trade with India and Arabia was far more consequential for the economy of the Roman Empire than the silk trade with China, which at sea was conducted mostly through India and on land was handled by numerous intermediaries such as the Sogdians.",Silk Road,"[[""Warwick Ball"", ""contends that"", ""the maritime spice trade with India and Arabia was far more consequential for the economy of the Roman Empire""], [""the maritime spice trade with India and Arabia"", ""was far more consequential for the economy of"", ""the Roman Empire""], [""the silk trade with China"", ""was handled by"", ""numerous intermediaries such as the Sogdians""], [""the silk trade with China"", ""was conducted through"", ""India""], [""the silk trade with China"", ""was handled on land by"", ""numerous intermediaries such as the Sogdians""]]",5
433,"Going as far as to call the whole thing a ""myth"" of modern academia, Ball argues that there was no coherent overland trade system and no free movement of goods from East Asia to the West until the period of the Mongol Empire.",Silk Road,"[[""Ball"", ""argues that"", ""there was no coherent overland trade system""], [""Ball"", ""argues that"", ""no free movement of goods from East Asia to the West existed until the period of the Mongol Empire""]]",2
434,"He notes that traditional authors discussing east–west trade such as Marco Polo and Edward Gibbon never labelled any route a ""silk"" one in particular.",Silk Road,"[[""Marco Polo"", ""never labelled any route a"", ""silk""], [""Edward Gibbon"", ""never labelled any route a"", ""silk""]]",2
435,"William Dalrymple points out that in pre-modern times, maritime travel cost only a fifth of overland transport, and argues for the pre-13th century primacy of an India-dominated ""Golden Road"" extending from Rome to Japan.",Silk Road,"[[""William Dalrymple"", ""points out"", ""that in pre-modern times, maritime travel cost only a fifth of overland transport""], [""William Dalrymple"", ""argues for"", ""the pre-13th century primacy of an India-dominated \""Golden Road\"" extending from Rome to Japan""]]",2
436,"The southern stretches of the Silk Road, from Khotan to Eastern China, were first used for jade and not silk, as long as 5000 BCE, and are still in use for this purpose.",Silk Road,"[[""The southern stretches of the Silk Road"", ""were first used for"", ""jade""], [""The southern stretches of the Silk Road"", ""are still in use for"", ""this purpose""], [""Khotan to Eastern China"", ""were first used for"", ""jade""], [""Khotan to Eastern China"", ""are still in use for"", ""this purpose""]]",4
437,"A black hole is an astronomical body so compact that its gravity prevents anything, including light, from escaping.",Black hole,[],0
438,"Albert Einstein's theory of general relativity, which describes gravitation as the curvature of spacetime, predicts that any sufficiently compact mass will form a black hole.",Black hole,"[[""Albert Einstein"", ""has theory"", ""general relativity""], [""general relativity"", ""describes"", ""gravitation""], [""general relativity"", ""predicts"", ""black hole""], [""black hole"", ""is formed by"", ""sufficiently compact mass""]]",4
439,The boundary of no escape is called the event horizon.,Black hole,"[[""boundary of no escape"", ""is called"", ""event horizon""]]",1
440,"In general relativity, crossing a black hole's event horizon traps an object inside but produces no locally detectable change.",Black hole,"[[""black hole"", ""has"", ""event horizon""], [""event horizon"", ""traps"", ""object""], [""event horizon"", ""produces"", ""no locally detectable change""]]",3
441,"General relativity also predicts that every black hole should have a central singularity, where the curvature of spacetime is infinite.",Black hole,[],0
442,Objects whose gravitational fields are too strong for light to escape were first considered in the 18th century.,Black hole,[],0
443,"In 1916, the first solution of general relativity that would characterise a black hole was found.",Black hole,"[[""general relativity"", ""was found"", ""black hole""]]",1
444,"By the late 1950s, this solution began to be interpreted physically as a region of space from which nothing can escape.",Black hole,[],0
445,Black holes were long considered a mathematical curiosity; it was not until the 1960s that theoretical work showed they were a generic prediction of general relativity.,Black hole,[],0
446,"The first widely accepted black hole was Cygnus X-1, identified by several researchers independently in 1971.",Black hole,"[[""Cygnus X-1"", ""was identified by"", ""several researchers""], [""Cygnus X-1"", ""was identified in"", ""1971""], [""Cygnus X-1"", ""is the first widely accepted"", ""black hole""]]",3
447,Black holes typically form when very massive stars collapse at the end of their life cycle.,Black hole,[],0
448,"After a black hole has formed, it can grow by absorbing mass from its surroundings.",Black hole,"[[""black hole"", ""has formed"", ""black hole""], [""black hole"", ""can grow"", ""black hole""], [""black hole"", ""absorbs mass"", ""surroundings""]]",3
449,"Supermassive black holes of millions of solar masses may form by absorbing stars and merging with other black holes, or via direct collapse of gas clouds.",Black hole,[],0
450,There is consensus that supermassive black holes exist in the centres of most galaxies.,Black hole,[],0
451,"Quantum field theory in curved spacetime predicts that event horizons emit Hawking radiation, with its rate of emission being inversely proportional to its mass.",Black hole,"[[""Hawking radiation"", ""is inversely proportional to"", ""mass""], [""event horizons"", ""emit"", ""Hawking radiation""]]",2
452,"This causes the black hole to lose mass very slowly, provided it is not accreting matter.",Black hole,[],0
453,"However, even the smallest class of black holes observed, stellar black holes, are gaining mass from the cosmic microwave background faster than they are losing mass via Hawking radiation.",Black hole,"[[""stellar black holes"", ""are gaining mass from"", ""cosmic microwave background""], [""stellar black holes"", ""are losing mass via"", ""Hawking radiation""]]",2
454,The presence of a black hole can be inferred through its interaction with matter and electromagnetic radiation such as visible light.,Black hole,[],0
455,"Matter falling toward a black hole can form an accretion disk of infalling plasma, heated by friction and emitting light.",Black hole,[],0
456,"In extreme cases, this creates a quasar, some of the brightest objects in the universe.",Black hole,[],0
457,Merging black holes can be detected by the gravitational waves they emit.,Black hole,"[[""black holes"", ""emit"", ""gravitational waves""]]",1
458,"If stars are orbiting a black hole, their motions can be used to determine the black hole's mass and location.",Black hole,"[[""stars"", ""are orbiting"", ""a black hole""], [""stars"", ""can be used to determine"", ""the black hole's mass""], [""stars"", ""can be used to determine"", ""the black hole's location""]]",3
459,"In this way, astronomers have identified numerous stellar black hole candidates in binary systems and established that the radio source known as Sagittarius A*, at the core of the Milky Way galaxy, contains a supermassive black hole of about 4.3 million solar masses.",Black hole,"[[""Sagittarius A*"", ""contains"", ""a supermassive black hole of about 4.3 million solar masses""], [""Sagittarius A*"", ""is located at the core of"", ""the Milky Way galaxy""]]",2
460,"History
The idea of a body so massive that even light could not escape was first proposed in the late 18th century by English astronomer and clergyman John Michell and independently by French scientist Pierre-Simon Laplace.",Black hole,"[[""John Michell"", ""was proposed by"", ""late 18th century""], [""John Michell"", ""was"", ""English astronomer and clergyman""], [""John Michell"", ""was"", ""astronomer""], [""John Michell"", ""was"", ""clergyman""], [""Pierre-Simon Laplace"", ""was proposed by"", ""late 18th century""], [""Pierre-Simon Laplace"", ""was"", ""French scientist""]]",6
461,Both scholars proposed very large stars in contrast to the modern concept of an extremely dense object.,Black hole,[],0
462,"Michell's idea, in a short part of a letter published in 1784, calculated that a star with the same density but 500 times the radius of the sun would not let any emitted light escape; the surface escape velocity would exceed the speed of light.",Black hole,"[[""Michell's idea"", ""was published in"", ""a letter published in 1784""], [""Michell's idea"", ""calculated that"", ""a star with the same density but 500 times the radius of the sun would not let any emitted light escape""]]",2
463,Michell correctly hypothesized that such non-radiating bodies might be detectable through their gravitational effects on nearby visible bodies.,Black hole,[],0
464,"In 1796, while speculating on the origin of the Solar System in his book Exposition du Système du Monde, Laplace made a qualitative suggestion that a star could be invisible if it were sufficiently large.",Black hole,"[[""Laplace"", ""made a qualitative suggestion that"", ""a star could be invisible if it were sufficiently large""], [""Laplace"", ""speculating on the origin of the Solar System in his book"", ""Exposition du Système du Monde""]]",2
465,"Franz Xaver von Zach asked Laplace for a mathematical analysis, which Laplace provided and published in von Zach's journal Allgemeine Geographische Ephemeriden.",Black hole,"[[""Franz Xaver von Zach"", ""asked"", ""Laplace""], [""Laplace"", ""provided"", ""a mathematical analysis""], [""Laplace"", ""published"", ""a mathematical analysis in Allgemeine Geographische Ephemeriden""], [""Laplace"", ""provided"", ""a mathematical analysis""], [""a mathematical analysis"", ""was provided by"", ""Laplace""], [""a mathematical analysis"", ""was published in"", ""Allgemeine Geographische Ephemeriden""], [""Laplace"", ""provided and published"", ""a mathematical analysis in Allgemeine Geographische Ephemeriden""], [""a mathematical analysis in Allgemeine Geographische Ephemeriden"", ""was provided and published by"", ""Laplace""]]",8
466,"General relativity
In 1905, Albert Einstein showed that the laws of electromagnetism are identical for observers travelling at different velocities relative to each other.",Black hole,"[[""Albert Einstein"", ""showed"", ""laws of electromagnetism""]]",1
467,The laws of mechanics had already been shown to be invariant in this way.,Black hole,[],0
468,"However, the theory of gravitation was yet to be included.",Black hole,[],0
469,"In 1907, Einstein published a paper proposing his equivalence principle, the hypothesis that inertial mass and gravitational mass have a common cause.",Black hole,"[[""Einstein"", ""published"", ""a paper""], [""Einstein"", ""proposed"", ""his equivalence principle""], [""his equivalence principle"", ""is"", ""the hypothesis that inertial mass and gravitational mass have a common cause""]]",3
470,"Using the principle, Einstein predicted the redshift and the lensing effect of gravity on light; his prediction of gravitational lensing was one-half of the value that the full theory of general relativity would predict.",Black hole,"[[""Einstein"", ""predicted"", ""the redshift""], [""Einstein"", ""predicted"", ""the lensing effect of gravity on light""], [""Einstein"", ""predicted"", ""gravitational lensing""], [""Einstein"", ""was one-half of the value that"", ""the full theory of general relativity would predict""]]",4
471,"By 1915, Einstein refined these ideas into his general theory of relativity, which explained how matter affects spacetime, which in turn affects the motion of other matter.",Black hole,"[[""Einstein"", ""refined"", ""his general theory of relativity""], [""his general theory of relativity"", ""explained"", ""how matter affects spacetime""], [""how matter affects spacetime"", ""affects"", ""the motion of other matter""]]",3
472,This formed the basis for black hole physics.,Black hole,[],0
473,"Singular solutions in general relativity
Only a few months after Einstein published the field equations describing general relativity, astrophysicist Karl Schwarzschild set out to apply the idea to stars.",Black hole,"[[""Karl Schwarzschild"", ""set out to apply the idea to"", ""stars""], [""Karl Schwarzschild"", ""was published by"", ""Einstein""], [""Einstein"", ""published"", ""the field equations describing general relativity""]]",3
474,He assumed spherical symmetry with no spin and found a solution to Einstein's equations.,Black hole,"[[""He"", ""assumed"", ""spherical symmetry with no spin""], [""He"", ""found"", ""a solution to Einstein's equations""]]",2
475,"A few months after Schwarzschild, Johannes Droste, a student of Hendrik Lorentz, independently gave the same solution.",Black hole,"[[""Schwarzschild"", ""was given a solution by"", ""Johannes Droste""], [""Johannes Droste"", ""was a student of"", ""Hendrik Lorentz""]]",2
476,"At a certain radius from the centre of the mass, the Schwarzschild solution became singular, meaning that some of the terms in the Einstein equations became infinite.",Black hole,[],0
477,"Black holes are among the most mysterious cosmic objects, much studied but not fully understood.",https://science.nasa.gov/universe/black-holes/,[],0
478,They’re huge concentrations of matter packed into very tiny spaces.,https://science.nasa.gov/universe/black-holes/,[],0
479,"A black hole is so dense that gravity just beneath its surface, the event horizon, is strong enough that nothing – not even light – can escape.",https://science.nasa.gov/universe/black-holes/,[],0
480,The event horizon isn’t a surface like Earth’s or even the Sun’s.,https://science.nasa.gov/universe/black-holes/,[],0
481,It’s a boundary that contains all the matter that makes up the black hole.,https://science.nasa.gov/universe/black-holes/,[],0
482,"There is much we don’t know about black holes, like what matter looks like inside their event horizons.",https://science.nasa.gov/universe/black-holes/,[],0
483,"However, there is a lot that scientists do know about black holes.",https://science.nasa.gov/universe/black-holes/,[],0
484,"Black holes don’t emit or reflect light, making them effectively invisible to telescopes.",https://science.nasa.gov/universe/black-holes/,[],0
485,"Scientists primarily detect and study them based on how they affect their surroundings:
The nearest known black hole, called Gaia BH1, is about 1,500 light-years away.",https://science.nasa.gov/universe/black-holes/,"[[""black hole"", ""are detected and studied based on"", ""their surroundings""], [""Gaia BH1"", ""is"", ""1,500 light-years away""], [""Gaia BH1"", ""is a"", ""black hole""]]",3
486,"The most distant black hole detected, at the center of a galaxy called QSO J0313-1806, is around 13 billion light-years away.",https://science.nasa.gov/universe/black-holes/,[],0
487,"The most massive black hole observed, TON 618, tips the scales at 66 billion times the Sun’s mass.",https://science.nasa.gov/universe/black-holes/,"[[""TON 618"", ""tips the scales at"", ""66 billion times the Sun's mass""], [""TON 618"", ""is"", ""the most massive black hole observed""]]",2
488,The lightest-known black hole is only 3.8 times the Sun’s mass.,https://science.nasa.gov/universe/black-holes/,"[[""black hole"", ""is"", ""3.8 times the Sun's mass""]]",1
489,It’s paired up with a star.,https://science.nasa.gov/universe/black-holes/,[],0
490,A real term that describes what happens when matter gets too close to a black hole.,https://science.nasa.gov/universe/black-holes/,[],0
491,"It’s squeezed horizontally and stretched vertically, resembling a noodle.",https://science.nasa.gov/universe/black-holes/,[],0
492,"The fastest-known – named GRS 1915+105 – clocks in at over 1,000 rotations per second.",https://science.nasa.gov/universe/black-holes/,"[[""GRS 1915+105"", ""clocks in at"", ""over 1,000 rotations per second""]]",1
493,Monster black holes at the centers of galaxies can launch particles to near light speed.,https://science.nasa.gov/universe/black-holes/,[],0
494,"If you replaced the Sun with a black hole of the same mass, the solar system would get a lot colder, but the planets would stay in their orbits.",https://science.nasa.gov/universe/black-holes/,[],0
495,One type of black hole is born when massive stars run out of fuel and explode in supernovae.,https://science.nasa.gov/universe/black-holes/,"[[""black hole"", ""is a type of"", ""One type of black hole""], [""massive stars"", ""run out of fuel and explode in"", ""supernovae""]]",2
496,Most Milky Way-sized galaxies have monster black holes at their centers.,https://science.nasa.gov/universe/black-holes/,[],0
497,"Our is called Sagittarius A* , and it’s 4 million times the Sun’s mass.",https://science.nasa.gov/universe/black-holes/,"[[""Our"", ""is called"", ""Sagittarius A*""], [""Our"", ""is"", ""4 million times the Sun's mass""]]",2
498,"NASA Connects Little Red Dots with Chandra, Webb
Archival Data From NASA’s NEOWISE",https://science.nasa.gov/universe/black-holes/,"[[""NASA"", ""connects"", ""Little Red Dots""], [""NASA"", ""connects"", ""Chandra""], [""NASA"", ""connects"", ""Webb""], [""NASA"", ""has"", ""Archival Data""], [""Archival Data"", ""is from"", ""NASA’s NEOWISE""]]",5
499,"Tracks Star Turning Into Black Hole
NASA, Partners Advance LISA Prototype Hardware
NASA’s Webb Delivers Unprecedented Look Into Heart of Circinus Galaxy
NASA’s Chandra Finds Small Galaxies May Buck the Black Hole Trend
Universe
Galaxies
Stars
Exoplanets",https://science.nasa.gov/universe/black-holes/,"[[""NASA"", ""Advances"", ""LISA Prototype Hardware""], [""NASA"", ""Delivers"", ""Unprecedented Look Into Heart of Circinus Galaxy""], [""NASA"", ""Finds"", ""Small Galaxies""], [""Chandra"", ""Finds"", ""Small Galaxies""], [""Galaxies"", ""May Buck"", ""Black Hole Trend""]]",5
